,name,id,most_freq
2793,Libertalia Original Beer,181898,"[('banana', 4), ('sweet', 4), ('white', 2), ('clear', 1), ('metallic', 1), ('fresh', 1), ('alcoholic', 1), ('medium', 1), ('light', 1), ('bitter', 1)]"
2794,Star Gold Blonde,41314,"[('sweet', 6), ('light', 6), ('beer', 5), ('malty', 4), ('spicy', 2), ('clear', 2), ('caramel', 2), ('fruity', 2), ('white', 2), ('grainy', 1)]"
2795,Star Gold Blanche,181900,"[('lemon', 9), ('sweet', 6), ('light', 6), ('hazy', 4), ('white', 4), ('malty', 2), ('large', 1), ('grainy', 1), ('zest', 1), ('orange', 1)]"
2796,Skol1,181899,"[('sweet', 2), ('light', 2), ('fruity', 1), ('white', 1), ('bitter', 1)]"
2797,Star Three Horses Beer Fresh,82939,"[('sweet', 8), ('lemon', 3), ('beer', 3), ('white', 2), ('gold', 1), ('heavy', 1), ('clear', 1), ('alcohol', 1), ('light', 1)]"
2798,Star Three Horses Beer Lite,100761,"[('light', 2), ('dry', 1)]"
2799,Star Three Horses Beer Pilsener,13721,"[('sweet', 5), ('white', 5), ('clear', 4), ('medium', 3), ('light', 3), ('bready', 2), ('straw', 2), ('grass', 2), ('hay', 2), ('apple', 2)]"
2800,Carlsberg Classic,109399,"[('dark', 1), ('beer', 1), ('hay', 1), ('light', 1), ('white', 1)]"
2801,Carlsberg Malawi Special Brew,248447,"[('clear', 8), ('grainy', 7), ('sweet', 6), ('white', 5), ('bitter', 4), ('straw', 3), ('caramel', 3), ('oily', 2), ('bread', 2), ('beer', 2)]"
2802,Carlsberg Malawi Chill,248448,"[('light', 7), ('sweet', 6), ('grass', 6), ('white', 6), ('medium', 5), ('clear', 4), ('grainy', 3), ('malty', 2), ('lemon', 2), ('frothy', 1)]"
2803,Kuche Kuche,62481,"[('white', 5), ('clear', 3), ('straw', 3), ('light', 3), ('grainy', 2), ('gold', 1), ('barnyard', 1), ('malty', 1), ('balanced', 1), ('metallic', 1)]"
2804,Danish Royal Stout,17458,"[('coffee', 10), ('roasted', 10), ('black', 9), ('dark', 7), ('sweet', 7), ('medium', 7), ('brown', 5), ('light', 5), ('bitter', 5), ('tan', 4)]"
2805,Penang Craft Beer Triad IPA,503329,"[('medium', 4), ('bitter', 4), ('white', 3), ('hazy', 2), ('light', 2), ('amber', 2), ('copper', 1), ('frothy', 1), ('clear', 1), ('lemon', 1)]"
2806,Guinness Foreign Extra Stout (Malaysia/Hong Kong/China),19433,"[('dark', 16), ('coffee', 11), ('light', 11), ('black', 9), ('creamy', 9), ('brown', 7), ('chocolate', 6), ('roasted', 6), ('sweet', 6), ('burnt', 6)]"
2807,Connor's Original Stout,111720,"[('black', 5), ('roasted', 5), ('caramel', 5), ('roast', 4), ('creamy', 4), ('smooth', 4), ('coffee', 3), ('dark', 3), ('chocolate', 3), ('brown', 3)]"
2808,Penang Craft Beer Red Door,503326,"[('light', 4), ('hazy', 2), ('dark', 2), ('amber', 2), ('white', 2), ('bitter', 2), ('malty', 1), ('red', 1), ('grainy', 1), ('pepper', 1)]"
2809,Penang Craft Beer Ang Moh Leng Teh,503325,"[('hazy', 2), ('light', 2), ('amber', 2), ('white', 2), ('bitter', 2), ('copper', 1), ('malty', 1), ('metallic', 1), ('medium', 1), ('dry', 1)]"
2810,Penang Craft Beer Money Pale Ale,535574,"[('hazy', 1), ('medium', 1), ('grapefruit', 1), ('white', 1)]"
2811,Carlsberg Special Brew (Malaysia),533601,"[('clear', 3), ('light', 3), ('white', 3), ('dry', 2), ('bitter', 2), ('alcohol', 1), ('toffee', 1), ('tart', 1), ('crystal', 1), ('subtle', 1)]"
2812,Carlsberg Brewery Malaysia Berhad,65627,"[('roasted', 9), ('light', 9), ('brown', 7), ('black', 5), ('sweet', 4), ('malty', 3), ('chocolate', 3), ('beer', 3), ('spicy', 2), ('coffee', 2)]"
2813,Guinness Anchor Berhad (Diageo/Asia Pacific Breweries-Heineken),17226,"[('beer', 6), ('white', 4), ('light', 3), ('clear', 2), ('alcohol', 2), ('straw', 2), ('bitter', 2), ('oily', 1), ('large', 1), ('smooth', 1)]"
2814,Anchor Smooth Draught,535948,"[('light', 3), ('clear', 2), ('medium', 2), ('white', 2), ('bitter', 2), ('woody', 2), ('frothy', 1), ('large', 1), ('grainy', 1), ('straw', 1)]"
2815,Guinness Bright,522165,"[('beer', 5), ('coffee', 4), ('dark', 4), ('light', 4), ('clear', 2), ('sweet', 2), ('smooth', 2), ('medium', 2), ('tan', 2), ('spicy', 1)]"
2816,Napex Brewery,123050,"[('light', 5), ('apple', 5), ('clear', 3), ('fresh', 2), ('fruity', 2), ('white', 2), ('large', 1), ('grainy', 1), ('alcohol', 1), ('sweet', 1)]"
2817,Dai Chee Enterprise,126552,"[('full', 1), ('dull', 1), ('tan', 1)]"
2818,Carlsberg Smooth Draft,458966,"[('light', 11), ('clear', 4), ('white', 4), ('metallic', 3), ('bitter', 3), ('medium', 2), ('frothy', 1), ('dull', 1), ('licorice', 1), ('straw', 1)]"
2819,Harry's Premium Lager (HPL),239071,"[('light', 11), ('clear', 7), ('sweet', 5), ('medium', 4), ('white', 3), ('bitter', 3), ('straw', 2), ('metallic', 2), ('fruity', 2), ('gold', 1)]"
2820,Kick & Top Sdn Bhd,56465,"[('hazy', 1), ('malty', 1), ('sweet', 1), ('white', 1), ('woody', 1)]"
2821,Carlsberg Gold,87437,"[('gold', 1), ('earthy', 1), ('grainy', 1), ('beer', 1), ('white', 1)]"
2822,Carlsberg Brewery Malaysia Berhad,26415,"[('beer', 5), ('malty', 3), ('grainy', 2), ('sweet', 2), ('creamy', 1), ('fruity', 1), ('dry', 1), ('white', 1), ('bitter', 1)]"
2823,Jolly Shandy,79545,"[('sweet', 10), ('clear', 8), ('beer', 6), ('light', 5), ('lemon', 4), ('white', 3), ('amber', 2), ('heavy', 1), ('mango', 1), ('round', 1)]"
2824,Anchor Smooth,9224,"[('light', 14), ('medium', 9), ('malty', 7), ('clear', 7), ('white', 5), ('gold', 4), ('sweet', 4), ('bread', 3), ('grainy', 3), ('mild', 3)]"
2825,Anglia Shandy,56463,"[('light', 7), ('sweet', 6), ('white', 6), ('amber', 5), ('clear', 4), ('lemon', 3), ('medium', 3), ('hazy', 2), ('beer', 2), ('dry', 2)]"
2826,Kick & Top Sdn Bhd,38435,"[('beer', 2), ('light', 2), ('woody', 2), ('bread', 1), ('metallic', 1), ('sweet', 1), ('white', 1)]"
2827,Anchor Strong Beer 8.8%,65774,"[('sweet', 7), ('clear', 5), ('white', 5), ('gold', 4), ('light', 4), ('alcohol', 3), ('honey', 3), ('wet', 2), ('grainy', 2), ('beer', 2)]"
2828,Beaufort (Mali),213993,"[('white', 2), ('gold', 1), ('beer', 1), ('light', 1)]"
2829,Castel Beer (Mali),14261,"[('beer', 4), ('malty', 3), ('clear', 3), ('grainy', 3), ('sweet', 3), ('medium', 3), ('white', 3), ('dry', 2), ('hay', 1), ('light', 1)]"
2830,Stretta India Pale Ale No. 1,495398,"[('white', 7), ('orange', 6), ('bitter', 6), ('hazy', 5), ('medium', 5), ('light', 5), ('beer', 4), ('gold', 3), ('fruity', 3), ('balanced', 2)]"
2831,Simonds Farsons Cisk,13150,"[('sweet', 3), ('dark', 2), ('beer', 2), ('bitter', 2), ('toffee', 1), ('brown', 1), ('creamy', 1), ('caramel', 1), ('amber', 1), ('white', 1)]"
2832,Stretta Transatlantic Pale Ale - Muzajk,551532,"[('beer', 4), ('sweet', 3), ('medium', 3), ('gold', 2), ('sharp', 2), ('fruity', 2), ('white', 2), ('bitter', 2), ('clear', 1), ('orange', 1)]"
2833,Lord Chambray San Blas,285905,"[('medium', 9), ('orange', 8), ('bitter', 5), ('hazy', 4), ('toffee', 4), ('light', 4), ('beer', 3), ('pine', 3), ('dry', 3), ('white', 3)]"
2834,Lord Chambray Flinders Rose,438341,"[('lemon', 10), ('hazy', 8), ('white', 7), ('light', 5), ('tart', 3), ('sweet', 3), ('medium', 3), ('spicy', 2), ('gold', 2), ('frothy', 2)]"
2835,Lord Chambray Blue Lagoon,285876,"[('hazy', 7), ('spicy', 5), ('sweet', 5), ('medium', 5), ('bitter', 4), ('white', 3), ('banana', 2), ('lemon', 2), ('orange', 2), ('straw', 2)]"
2836,Lord Chambray Fungus Rock,332756,"[('chocolate', 7), ('light', 6), ('black', 5), ('brown', 5), ('dark', 4), ('roasted', 4), ('caramel', 4), ('coffee', 3), ('medium', 3), ('dry', 3)]"
2837,The Brew Golden Ale,507845,"[('sweet', 5), ('honey', 3), ('bitter', 3), ('hazy', 2), ('lemon', 2), ('white', 2), ('bread', 1), ('spicy', 1), ('gold', 1), ('heavy', 1)]"
2838,The Brew Dark,507843,"[('chocolate', 6), ('brown', 5), ('sweet', 5), ('caramel', 4), ('hazy', 3), ('coffee', 3), ('light', 3), ('bitter', 3), ('dark', 2), ('roasted', 2)]"
2839,The Brew Amber Ale,563545,"[('bitter', 3), ('sweet', 2), ('medium', 2), ('light', 2), ('amber', 2), ('hazy', 1), ('malty', 1), ('red', 1), ('peach', 1), ('cloudy', 1)]"
2840,The Brew Pilsner,507838,"[('hazy', 4), ('white', 4), ('malty', 3), ('medium', 3), ('gold', 2), ('straw', 2), ('sweet', 2), ('grass', 2), ('beer', 2), ('bitter', 2)]"
2841,Lord Chambray Winter Ale,485585,"[('honey', 9), ('alcohol', 6), ('licorice', 4), ('medium', 4), ('amber', 4), ('hazy', 3), ('brown', 3), ('sweet', 3), ('spicy', 2), ('toffee', 2)]"
2842,Lord Chambray Nebula,562856,"[('caramel', 4), ('chocolate', 3), ('medium', 3), ('copper', 2), ('roasted', 2), ('licorice', 2), ('sweet', 2), ('bitter', 2), ('hazy', 1), ('coffee', 1)]"
2843,The Brew Honey,507842,"[('honey', 4), ('sweet', 3), ('medium', 3), ('light', 3), ('gold', 2), ('malty', 2), ('orange', 2), ('tart', 2), ('caramel', 2), ('amber', 2)]"
2844,The Brew Vienna,507841,"[('beer', 1), ('amber', 1)]"
2845,Simonds Farsons Cisk,49047,"[('beer', 5), ('complex', 2), ('toffee', 2), ('white', 2), ('red', 1), ('metallic', 1), ('sweet', 1), ('creamy', 1), ('medium', 1), ('light', 1)]"
2846,Lord Chambray Golden Bay,285908,"[('white', 5), ('hazy', 4), ('beer', 4), ('medium', 4), ('orange', 3), ('bitter', 3), ('gold', 2), ('malty', 2), ('earthy', 2), ('grainy', 2)]"
2847,Simonds Farsons Cisk,70497,"[('lime', 10), ('beer', 7), ('lemon', 4), ('sweet', 2), ('white', 2), ('bread', 1), ('copper', 1), ('gold', 1), ('large', 1), ('clear', 1)]"
2848,Lord Chambray Special Bitter,432806,"[('malty', 6), ('medium', 6), ('light', 6), ('white', 5), ('bitter', 5), ('hazy', 4), ('sweet', 4), ('clear', 3), ('hay', 3), ('fruity', 3)]"
2849,Tar Robust Porter,482643,"[('coffee', 9), ('chocolate', 6), ('brown', 6), ('medium', 5), ('light', 5), ('dark', 4), ('roasted', 3), ('beer', 3), ('bitter', 3), ('tart', 2)]"
2850,The Brew Ginger Ale,541271,"[('hazy', 1), ('white', 1)]"
2851,Lord Chambray Psy-Kölsch,562847,"[('sweet', 2), ('medium', 2), ('light', 2), ('bitter', 2), ('bread', 1), ('gold', 1), ('hazy', 1), ('malty', 1), ('lemon', 1), ('fresh', 1)]"
2852,Farsons Blue Label Original Amber Ale,482172,"[('amber', 7), ('medium', 6), ('caramel', 6), ('clear', 5), ('light', 3), ('bread', 2), ('apple', 2), ('white', 2), ('bitter', 2), ('gold', 1)]"
2853,Blonde Floral Ale,495224,"[('clove', 4), ('honey', 3), ('light', 3), ('white', 3), ('gold', 2), ('hazy', 2), ('pear', 2), ('medium', 2), ('fruity', 2), ('balanced', 1)]"
2854,Farsons Double Red Strong Ale,476695,"[('medium', 6), ('caramel', 6), ('clear', 4), ('amber', 4), ('red', 3), ('beer', 3), ('honey', 3), ('white', 3), ('bitter', 3), ('copper', 2)]"
2855,Cisk Pilsener,215058,"[('medium', 7), ('white', 6), ('beer', 4), ('light', 4), ('clear', 3), ('bitter', 3), ('straw', 2), ('sweet', 2), ('caramel', 2), ('bread', 1)]"
2856,Farsons Lacto,20728,"[('dark', 9), ('sweet', 7), ('beer', 6), ('light', 5), ('chocolate', 4), ('black', 4), ('roasted', 4), ('brown', 4), ('coffee', 3), ('medium', 3)]"
2857,Simonds Farsons Cisk,36220,"[('malty', 2), ('beer', 2), ('red', 1), ('sweet', 1)]"
2858,Simonds Special Amber Ale,215060,"[('caramel', 3), ('hazy', 2), ('heavy', 2), ('toffee', 2), ('beer', 2), ('mild', 2), ('amber', 2), ('spicy', 1), ('full', 1), ('straw', 1)]"
2859,Cisk Chill Ginger & Lime,541800,"[('clear', 3), ('lime', 3), ('bread', 2), ('gold', 2), ('sweet', 2), ('beer', 2), ('light', 2), ('white', 2), ('bitter', 2), ('spicy', 1)]"
2860,Rubin Double Ale,484495,"[('hazy', 3), ('sweet', 3), ('medium', 3), ('light', 3), ('fruity', 3), ('amber', 3), ('malty', 2), ('chocolate', 2), ('white', 2), ('bitter', 2)]"
2861,Rust Rabat Ale,435152,"[('amber', 7), ('caramel', 4), ('hazy', 3), ('malty', 3), ('red', 3), ('honey', 3), ('light', 3), ('white', 3), ('spicy', 2), ('roasted', 2)]"
2862,Simonds Farsons Cisk,21686,"[('amber', 9), ('light', 5), ('malty', 4), ('clear', 4), ('white', 3), ('bitter', 3), ('woody', 3), ('beer', 2), ('mild', 2), ('medium', 2)]"
2863,Simonds Farsons Cisk,69941,"[('sweet', 2), ('alcoholic', 2), ('malty', 1), ('sharp', 1), ('alcohol', 1), ('beer', 1), ('white', 1), ('bitter', 1)]"
2864,Farsons India Pale Ale,476701,"[('light', 7), ('clear', 4), ('medium', 4), ('white', 4), ('alcohol', 3), ('beer', 3), ('caramel', 3), ('fruity', 3), ('metallic', 2), ('grass', 2)]"
2865,Farsons Hopleaf Pale Ale,21687,"[('clear', 5), ('medium', 5), ('light', 5), ('white', 5), ('bitter', 3), ('gold', 2), ('sweet', 2), ('beer', 2), ('mild', 2), ('deep', 2)]"
2866,Cisk Export,20727,"[('light', 6), ('clear', 4), ('sweet', 4), ('white', 4), ('bitter', 3), ('malty', 2), ('beer', 2), ('medium', 2), ('bread', 1), ('spicy', 1)]"
2867,Cisk Strong,497877,"[('alcohol', 9), ('sweet', 6), ('honey', 4), ('white', 4), ('clear', 3), ('beer', 2), ('alcoholic', 2), ('light', 2), ('caramel', 2), ('gold', 1)]"
2868,Cisk Excel,98247,"[('light', 8), ('white', 6), ('clear', 5), ('metallic', 2), ('sweet', 2), ('beer', 2), ('honey', 2), ('spicy', 1), ('malty', 1), ('toast', 1)]"
2869,LBM Breweries Ltd. (Löwenbräu Munich InBev),21683,"[('sweet', 1)]"
2870,Cisk Lager,13151,"[('clear', 5), ('light', 5), ('sweet', 3), ('medium', 3), ('white', 3), ('grainy', 2), ('grass', 2), ('bitter', 2), ('gold', 1), ('malty', 1)]"
2871,Skol (Malta),233498,"[('sweet', 5), ('light', 4), ('malty', 3), ('white', 3), ('clear', 2), ('grainy', 2), ('lemon', 2), ('medium', 2), ('frothy', 1), ('crystal', 1)]"
2872,Farsons Traditional Shandy,48381,"[('sweet', 10), ('lemon', 8), ('beer', 8), ('clear', 7), ('malty', 5), ('light', 5), ('white', 5), ('medium', 3), ('gold', 2), ('straw', 1)]"
2873,Cisk Chill Berry,274773,"[('beer', 7), ('sweet', 6), ('red', 5), ('clear', 5), ('medium', 5), ('light', 4), ('white', 2), ('bitter', 2), ('malty', 1), ('sharp', 1)]"
2874,Cisk Chill Lemon,182357,"[('lemon', 17), ('clear', 6), ('sweet', 6), ('beer', 6), ('medium', 4), ('light', 4), ('white', 4), ('gold', 3), ('bitter', 2), ('oily', 1)]"
2875,Porter Lorraine,99641,"[('sweet', 13), ('caramel', 10), ('brown', 8), ('chocolate', 6), ('medium', 6), ('dark', 5), ('roasted', 5), ('clear', 4), ('bread', 3), ('amber', 3)]"
2876,Bière Lorraine Ambrée,299824,"[('sweet', 12), ('caramel', 5), ('amber', 4), ('medium', 3), ('white', 3), ('malty', 2), ('clear', 2), ('grainy', 2), ('mild', 2), ('light', 2)]"
2877,Bière Lorraine Blonde,2339,"[('sweet', 3), ('white', 3), ('gold', 2), ('beer', 2), ('medium', 2), ('hazy', 1), ('heavy', 1), ('clear', 1), ('grainy', 1), ('hot', 1)]"
2878,Flying Dodo Belgian Wit,341060,"[('banana', 6), ('lemon', 6), ('white', 6), ('spicy', 4), ('hazy', 4), ('sweet', 4), ('orange', 3), ('pepper', 3), ('bright', 2), ('light', 2)]"
2879,Guinness Foreign Extra Stout (Mauritius),217806,"[('sweet', 7), ('dark', 4), ('black', 4), ('roasted', 4), ('brown', 3), ('caramel', 3), ('chocolate', 2), ('licorice', 2), ('medium', 2), ('dry', 2)]"
2880,Flying Dodo Mean Wheat Bock,247984,"[('banana', 1), ('brown', 1), ('beer', 1), ('bacon', 1), ('smooth', 1), ('light', 1), ('smoked', 1)]"
2881,Flying Dodo Nationale,374426,"[('sweet', 2), ('white', 2), ('orange', 1), ('smooth', 1), ('fruity', 1), ('amber', 1)]"
2882,Flying Dodo Blonde Pale Ale Type 8,374425,"[('orange', 2), ('white', 2), ('hazy', 1), ('smooth', 1), ('medium', 1), ('fruity', 1), ('grapefruit', 1), ('bitter', 1)]"
2883,Flying Dodo India Pale Ale,247970,"[('bitter', 1)]"
2884,Flying Dodo Belgian-Style Märzen,247981,"[('hazy', 1), ('spritzy', 1)]"
2885,Flying Dodo Mandarina Bavaria Blonde Ale,247978,"[('lingering', 1), ('delicate', 1)]"
2886,Ti La Bière,199833,"[('mild', 1)]"
2887,Africana Beer Premium Lager 8%,502000,"[('alcohol', 1), ('medium', 1), ('light', 1), ('white', 1)]"
2888,Phoenix Beverages Group (formerly Mauritius Breweries),158193,"[('orange', 2), ('malty', 1), ('clear', 1), ('light', 1)]"
2889,Stag Lager Beer Extra Smooth,142100,"[('sweet', 3), ('white', 3), ('light', 2), ('barnyard', 1), ('frothy', 1), ('clear', 1), ('straw', 1), ('acidic', 1), ('beer', 1), ('medium', 1)]"
2890,Africana Beer,492955,"[('sweet', 9), ('grainy', 7), ('medium', 6), ('light', 6), ('white', 5), ('malty', 4), ('clear', 3), ('hay', 3), ('honey', 3), ('bread', 2)]"
2891,Phoenix Fresh Lemon,142039,"[('lemon', 10), ('sweet', 9), ('light', 8), ('clear', 5), ('straw', 4), ('medium', 4), ('white', 4), ('fresh', 2), ('grass', 2), ('lime', 2)]"
2892,Stag Beverages Ltd,146300,"[('light', 4), ('sweet', 2), ('white', 2), ('wet', 1), ('malty', 1), ('clear', 1), ('grainy', 1), ('straw', 1), ('metallic', 1), ('acidic', 1)]"
2893,Stella Pils,149172,"[('light', 6), ('white', 5), ('clear', 3), ('sweet', 3), ('honey', 3), ('bitter', 3), ('grass', 2), ('medium', 2), ('dry', 2), ('bread', 1)]"
2894,Blue Marlin (Mauritius),12813,"[('clear', 7), ('light', 6), ('white', 6), ('sweet', 5), ('malty', 4), ('bitter', 3), ('grainy', 2), ('medium', 2), ('caramel', 2), ('gold', 1)]"
2895,Phoenix Beverages Group (formerly Mauritius Breweries),67958,"[('full', 1), ('light', 1)]"
2896,Black Eagle,67981,"[('acidic', 2), ('beer', 2), ('white', 2), ('wet', 1), ('black', 1), ('clear', 1), ('mild', 1), ('medium', 1)]"
2897,Phoenix Cider,154814,"[('apple', 20), ('sweet', 17), ('light', 9), ('white', 6), ('clear', 5), ('medium', 3), ('pear', 2), ('frothy', 1), ('tingly', 1), ('lemon', 1)]"
2898,Black Eagle Xtra,67983,"[('sweet', 3), ('alcohol', 2), ('beer', 2), ('white', 2), ('clear', 1), ('alcoholic', 1), ('light', 1), ('cloudy', 1), ('fruity', 1)]"
2899,Phoenix Special Brew,67959,"[('sweet', 4), ('bitter', 3), ('malty', 2), ('beer', 2), ('hay', 2), ('clear', 1), ('grainy', 1), ('round', 1), ('alcohol', 1), ('alcoholic', 1)]"
2900,Black Eagle Classic,67982,"[('alcohol', 2), ('hazy', 1), ('black', 1), ('grass', 1), ('hay', 1), ('white', 1)]"
2901,Phoenix Beer,12812,"[('white', 5), ('metallic', 3), ('bitter', 3), ('clear', 2), ('sweet', 2), ('light', 2), ('wet', 1), ('grainy', 1), ('straw', 1), ('beer', 1)]"
2902,Hipo,156111,"[('clear', 1), ('light', 1), ('fruity', 1)]"
2903,Insurgente Xocoveza,501149,"[('chocolate', 6), ('dark', 5), ('beer', 4), ('vanilla', 3), ('sweet', 3), ('bitter', 3), ('coffee', 2), ('roasted', 2), ('spicy', 1), ('heavy', 1)]"
2904,Insurgente La Lupulosa,186743,"[('sweet', 6), ('orange', 5), ('medium', 5), ('caramel', 5), ('malty', 4), ('light', 4), ('bitter', 4), ('hazy', 3), ('heavy', 3), ('fruity', 3)]"
2905,Especialidades Cerveceras (FEMSA),36177,"[('beer', 8), ('brown', 6), ('spicy', 5), ('sweet', 5), ('caramel', 5), ('full', 4), ('malty', 4), ('dark', 4), ('chocolate', 3), ('alcohol', 3)]"
2906,Fauna Dark Lycan,455758,"[('dark', 8), ('roast', 5), ('black', 4), ('brown', 4), ('pine', 4), ('medium', 4), ('chocolate', 3), ('roasted', 3), ('bitter', 3), ('prunes', 2)]"
2907,Wendlandt Perro del Mar India Pale Ale,289788,"[('white', 5), ('hazy', 3), ('fruity', 3), ('dry', 3), ('spicy', 2), ('gold', 2), ('smooth', 2), ('light', 2), ('grapefruit', 2), ('bitter', 2)]"
2908,Border Psycho Brutal Imperial Stout,262766,"[('dark', 12), ('chocolate', 8), ('coffee', 6), ('brown', 6), ('roast', 5), ('black', 4), ('sweet', 4), ('medium', 4), ('light', 4), ('roasted', 3)]"
2909,Cucapá Barley Wine (Centenario),65951,"[('caramel', 11), ('light', 9), ('malty', 7), ('dark', 7), ('alcohol', 7), ('medium', 7), ('beer', 6), ('toffee', 5), ('brown', 4), ('sweet', 4)]"
2910,Insurgente Nocturna Black IPA,186745,"[('chocolate', 6), ('roast', 5), ('coffee', 4), ('black', 3), ('brown', 3), ('burnt', 3), ('fruity', 3), ('bitter', 3), ('mango', 2), ('dark', 2)]"
2911,Fauna Señor Matanza,433185,"[('dark', 8), ('chocolate', 7), ('brown', 5), ('bitter', 5), ('alcohol', 4), ('coffee', 2), ('full', 2), ('black', 2), ('roasted', 2), ('sweet', 2)]"
2912,Texcoco Psicosis IPA,299630,"[('alcohol', 3), ('beer', 3), ('light', 3), ('grapefruit', 3), ('bitter', 3), ('hazy', 2), ('mango', 2), ('sweet', 2), ('pine', 2), ('medium', 2)]"
2913,Calavera Mexican Imperial Stout,110973,"[('dark', 6), ('chocolate', 5), ('burnt', 5), ('black', 4), ('brown', 4), ('sweet', 4), ('roasted', 3), ('heavy', 2), ('coffee', 2), ('full', 2)]"
2914,Propaganda Bágha Super IPA,313338,"[('balanced', 2), ('clear', 2), ('beer', 2), ('medium', 2), ('dry', 2), ('bitter', 2), ('frothy', 1), ('heavy', 1), ('astringent', 1), ('roasted', 1)]"
2915,Insurgente Sospeso,416514,"[('medium', 3), ('tan', 3), ('caramel', 2), ('bitter', 2), ('frothy', 1), ('heavy', 1), ('coffee', 1), ('roasted', 1), ('clear', 1), ('sweet', 1)]"
2916,Wendlandt Harry Polanco Red Ale,312504,"[('caramel', 6), ('red', 5), ('amber', 5), ('light', 4), ('fruity', 3), ('mango', 2), ('balanced', 2), ('medium', 2), ('grapefruit', 2), ('white', 2)]"
2917,Insurgente / Oersoep / Rooie Dop 3 Cabras (Tres Cabras),309320,"[('medium', 6), ('light', 6), ('white', 5), ('dry', 4), ('spicy', 3), ('hazy', 3), ('bitter', 3), ('frothy', 2), ('sweet', 2), ('intense', 2)]"
2918,Insurgente Juan Cordero,543578,"[('medium', 8), ('light', 7), ('fruity', 7), ('bitter', 6), ('white', 5), ('spicy', 4), ('sweet', 4), ('frothy', 3), ('hazy', 3), ('beer', 3)]"
2919,Mexicana Day Of The Dead Beer One-Two Knockout Punch,396963,"[('bitter', 7), ('orange', 4), ('pine', 4), ('caramel', 4), ('amber', 4), ('hazy', 3), ('heavy', 3), ('beer', 3), ('medium', 3), ('white', 3)]"
2920,La Chingoneria / Central Cervecera / Nøgne Ø M.O.L.E.,285808,"[('chocolate', 7), ('roasted', 7), ('coffee', 6), ('brown', 5), ('dark', 4), ('black', 4), ('light', 4), ('alcohol', 3), ('sweet', 3), ('bitter', 3)]"
2921,La Brü IIPA,285716,"[('orange', 4), ('tart', 3), ('sweet', 3), ('pine', 3), ('medium', 3), ('caramel', 3), ('bitter', 3), ('oily', 2), ('earthy', 2), ('creamy', 2)]"
2922,Especialidades Cerveceras (FEMSA),7626,"[('caramel', 5), ('brown', 4), ('sweet', 4), ('beer', 4), ('dark', 3), ('roasted', 3), ('mild', 3), ('medium', 3), ('malty', 2), ('red', 2)]"
2923,La Brü Winter Ale,388988,"[('sweet', 5), ('alcohol', 3), ('brown', 3), ('dark', 2), ('vanilla', 2), ('chocolate', 2), ('licorice', 2), ('beer', 2), ('medium', 2), ('frothy', 1)]"
2924,Fauna Lycan Lupus,302134,"[('pine', 5), ('bitter', 5), ('orange', 4), ('medium', 4), ('white', 4), ('clear', 3), ('grapefruit', 3), ('apricot', 3), ('peach', 2), ('fruity', 2)]"
2925,Texcoco Exquizofrenia Triple IPA,402872,"[('sweet', 3), ('dry', 3), ('bitter', 3), ('mango', 2), ('clear', 2), ('orange', 2), ('intense', 2), ('beer', 2), ('medium', 2), ('light', 2)]"
2926,Colima / Baja / Ballast Point / Insurgente / Rise & Win Pardela,476949,"[('medium', 5), ('bitter', 4), ('white', 3), ('mango', 2), ('clear', 2), ('lemon', 1), ('lingering', 1), ('sweet', 1), ('bright', 1), ('creamy', 1)]"
2927,Especialidades Cerveceras (FEMSA),13357,"[('dark', 6), ('brown', 6), ('caramel', 6), ('sweet', 4), ('mild', 4), ('light', 4), ('fruity', 4), ('amber', 4), ('hazy', 3), ('malty', 3)]"
2928,Agua Mala Astillero,198338,"[('orange', 5), ('clear', 4), ('oily', 3), ('sweet', 3), ('beer', 3), ('amber', 3), ('malty', 2), ('white', 2), ('bitter', 2), ('copper', 1)]"
2929,La Brü IPA,215201,"[('beer', 7), ('bitter', 4), ('smooth', 3), ('medium', 3), ('light', 2), ('fruity', 2), ('dry', 2), ('grapefruit', 2), ('balanced', 1), ('clear', 1)]"
2930,Baja Peyote Pale Ale,90087,"[('pine', 7), ('dry', 6), ('medium', 4), ('grapefruit', 4), ('gold', 3), ('clear', 3), ('caramel', 3), ('amber', 3), ('white', 3), ('bitter', 3)]"
2931,Cucapá La Migra Imperial Stout,121035,"[('chocolate', 11), ('brown', 9), ('dark', 8), ('coffee', 6), ('roasted', 6), ('sweet', 5), ('medium', 5), ('black', 4), ('beer', 4), ('honey', 4)]"
2932,Fauna / Insurgente Atenea,402709,"[('chocolate', 5), ('alcohol', 4), ('coffee', 3), ('brown', 3), ('espresso', 2), ('dark', 2), ('black', 2), ('roasted', 2), ('light', 2), ('spicy', 1)]"
2933,Mamut Oatmeal Stout,357934,"[('licorice', 7), ('coffee', 4), ('chocolate', 4), ('black', 2), ('brown', 2), ('smooth', 2), ('caramel', 2), ('heavy', 1), ('full', 1), ('balanced', 1)]"
2934,Especialidades Cerveceras (FEMSA),44405,"[('brown', 10), ('dark', 8), ('sweet', 8), ('light', 8), ('alcohol', 7), ('malty', 6), ('beer', 5), ('caramel', 5), ('dry', 5), ('bread', 2)]"
2935,Insurgente Búho Rompeolas,411200,"[('bitter', 10), ('medium', 8), ('light', 6), ('sweet', 5), ('fruity', 5), ('dry', 5), ('white', 5), ('heavy', 4), ('caramel', 4), ('malty', 3)]"
