,Unnamed: 0,name,score,beer style,abv,cal,city,country,link,lat,lon
5140,5140,Oppigårds Bryggeri,3.88,Imperial IPA,8.5,255.0,Hedemora,Sweden,/beer/oppigards-drakens-dipa/139273/,60.2785997,15.9870293
5141,5141,All In Brewing,3.88,Imperial Stout,11.0,330.0,Göteborg,Sweden,/beer/all-in-brewing-stronzo-100-viking/263356/,57.7072326,11.9670171
5142,5142,BFM (Brasserie des Franches-Montagnes),3.92,Sour/Wild Ale,10.0,300.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-2004/53642/,47.255799700000004,6.9963585
5143,5143,BFM (Brasserie des Franches-Montagnes),3.91,Sour/Wild Ale,11.0,330.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-2013/263937/,47.255799700000004,6.9963585
5144,5144,BFM (Brasserie des Franches-Montagnes),3.9,Sour/Wild Ale,11.0,330.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-2007/85506/,47.255799700000004,6.9963585
5145,5145,BFM (Brasserie des Franches-Montagnes),3.88,Sour/Wild Ale,11.2,336.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-2011/168032/,47.255799700000004,6.9963585
5146,5146,BFM (Brasserie des Franches-Montagnes),3.88,Sour/Wild Ale,11.0,330.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-2012/216852/,47.255799700000004,6.9963585
5147,5147,BFM Abbaye de Saint Bon-Chien Grand Cru (2014) - Lasciatemi Chiantiare,3.85,Sour/Wild Ale,11.0,330.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-grand-cru-2014-lasciatemi-chiantiare/420694/,47.255799700000004,6.9963585
5148,5148,BFM Abbaye de Saint Bon-Chien Grand Cru 2015 - Like a VirJin,3.85,Sour/Wild Ale,11.0,330.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-grand-cru-2015-like-a-virjin/451205/,47.255799700000004,6.9963585
5149,5149,BFM √225 Saison,3.83,Saison,6.0,180.0,Saignelégier,Switzerland,/beer/bfm-8730225-saison/178022/,47.255799700000004,6.9963585
5150,5150,BFM (Brasserie des Franches-Montagnes),3.83,Sour/Wild Ale,11.0,330.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-2008/102624/,47.255799700000004,6.9963585
5151,5151,BFM Abbaye de Saint Bon-Chien (2015),3.82,Sour/Wild Ale,11.0,330.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-2015/407034/,47.255799700000004,6.9963585
5152,5152,BFM (Brasserie des Franches-Montagnes),3.81,Sour/Wild Ale,11.0,330.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-grand-cru-2007-bourbon-barrel/97518/,47.255799700000004,6.9963585
5153,5153,BFM (Brasserie des Franches-Montagnes),3.81,Sour/Wild Ale,11.0,330.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-2014/354162/,47.255799700000004,6.9963585
5154,5154,Hürlimann (Feldschlösschen),3.8,Doppelbock,14.0,420.0,Zürich,Switzerland,/beer/hurlimann-samichlaus/2399/,47.372395700000006,8.5423216
5155,5155,BFM (Brasserie des Franches-Montagnes),3.8,Sour/Wild Ale,11.0,330.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-grand-cru-2013-frenchy-sparkling-wine/289175/,47.255799700000004,6.9963585
5156,5156,BFM Degustator - la Jeandy,3.8,Sour Red/Brown,7.28,218.0,Saignelégier,Switzerland,/beer/bfm-degustator-la-jeandy/519364/,47.255799700000004,6.9963585
5157,5157,BFM (Brasserie des Franches-Montagnes),3.8,Sour/Wild Ale,11.0,330.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-grand-cru-2011-vin-blanc-barrel/172526/,47.255799700000004,6.9963585
5158,5158,BFM (Brasserie des Franches-Montagnes),3.79,Sour/Wild Ale,11.0,330.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-grand-cru-2008-trousseau-barrel/101751/,47.255799700000004,6.9963585
5159,5159,BFM (Brasserie des Franches-Montagnes),3.79,Sour/Wild Ale,11.0,330.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-2006/72526/,47.255799700000004,6.9963585
5160,5160,BFM √225 Saison - Grapes,3.79,Saison,6.0,180.0,Saignelégier,Switzerland,/beer/bfm-8730225-saison-grapes/256292/,47.255799700000004,6.9963585
5161,5161,BFM (Brasserie des Franches-Montagnes),3.78,Sour/Wild Ale,15.5,465.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-2005/67003/,47.255799700000004,6.9963585
5162,5162,BFM (Brasserie des Franches-Montagnes),3.78,Sour/Wild Ale,11.0,330.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-grand-cru-2011-2012-rose/202951/,47.255799700000004,6.9963585
5163,5163,BFM (Brasserie des Franches-Montagnes),3.78,Sour/Wild Ale,11.0,330.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-grand-cru-2011-sauvignon-barrel/262176/,47.255799700000004,6.9963585
5164,5164,BFM (Brasserie des Franches-Montagnes),3.76,Sour/Wild Ale,11.0,330.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-2009/119044/,47.255799700000004,6.9963585
5165,5165,BFM (Brasserie des Franches-Montagnes),3.74,Sour/Wild Ale,11.0,330.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-2010/140191/,47.255799700000004,6.9963585
5166,5166,BFM (Brasserie des Franches-Montagnes),3.73,Sour/Wild Ale,11.0,330.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-grand-cru-2007-pinot-noir-barrel/97589/,47.255799700000004,6.9963585
5167,5167,BFM (Brasserie des Franches-Montagnes),3.73,Sour/Wild Ale,11.0,330.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-grand-cru-2013-megamix-rum-vol2/345741/,47.255799700000004,6.9963585
5168,5168,La Nébuleuse / BFM Saison Champêtre,3.73,Saison,6.2,186.0,Renens,Switzerland,/beer/la-nebuleuse-bfm-saison-champetre/495597/,46.5349093,6.592844199999999
5169,5169,523 Pacific Imperial IPA,3.73,Imperial IPA,7.31,219.0,Köniz,Switzerland,/beer/523-pacific-imperial-ipa/256907/,46.9222385,7.413058199999999
5170,5170,BFM (Brasserie des Franches-Montagnes),3.72,Sour/Wild Ale,11.0,330.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-grand-cru-2012-champagne-barrel/262174/,47.255799700000004,6.9963585
5171,5171,BFM (Brasserie des Franches-Montagnes),3.71,Sour/Wild Ale,11.0,330.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-grand-cru-2012-merlot-cabernet-sauv/256293/,47.255799700000004,6.9963585
5172,5172,BFM (Brasserie des Franches-Montagnes),3.71,Sour/Wild Ale,11.0,330.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-grand-cru-2008-vin-jaune-vj1-barrel/102646/,47.255799700000004,6.9963585
5173,5173,Trois Dames Forêt Noire,3.7,Sour Red/Brown,6.8,204.0,Sainte-Croix,Switzerland,/beer/trois-dames-foret-noire/210947/,46.822522,6.500928599999999
5174,5174,BFM Procrastinator 2,3.69,Eisbock,8.99,270.0,Saignelégier,Switzerland,/beer/bfm-procrastinator-2/262169/,47.255799700000004,6.9963585
5175,5175,Cidrerie du Vulcain Botsi de Glace,3.68,Ice Cider/Ice Perry,10.0,300.0,Le Mouret,Switzerland,/beer/cidrerie-du-vulcain-botsi-de-glace/249804/,46.7487136,7.171816499999999
5176,5176,Trois Dames Oud Bruin,3.68,Sour Red/Brown,7.0,210.0,Sainte-Croix,Switzerland,/beer/trois-dames-oud-bruin/107626/,46.822522,6.500928599999999
5177,5177,BFM √225 Saison - Rhubarb,3.67,Saison,6.0,180.0,Saignelégier,Switzerland,/beer/bfm-8730225-saison-rhubarb/256291/,47.255799700000004,6.9963585
5178,5178,BFM √225 Saison - Moscato,3.67,Saison,6.0,180.0,Saignelégier,Switzerland,/beer/bfm-8730225-saison-moscato/291159/,47.255799700000004,6.9963585
5179,5179,Hoppy People Psychobilly Black,3.67,Black IPA,8.5,255.0,Sierre,Switzerland,/beer/hoppy-people-psychobilly-black/431999/,46.29225220000001,7.532319500000001
5180,5180,BFM (Brasserie des Franches-Montagnes),3.66,Sour/Wild Ale,11.0,330.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-grand-cru-2007-cabernet-barrel/98422/,47.255799700000004,6.9963585
5181,5181,BFM (Brasserie des Franches-Montagnes),3.66,Sour/Wild Ale,11.0,330.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-grand-cru-2010-rhum-barrels/140211/,47.255799700000004,6.9963585
5182,5182,523 New Zealand TOA,3.66,Black IPA,6.11,183.0,Köniz,Switzerland,/beer/523-new-zealand-toa/497307/,46.9222385,7.413058199999999
5183,5183,Sottobisio Wild Shot Merlot Oak Aged,3.66,Sour/Wild Ale,10.0,300.0,Balerna,Switzerland,/beer/sottobisio-wild-shot-merlot-oak-aged/497965/,45.8491908,9.0070811
5184,5184,BFM (Brasserie des Franches-Montagnes),3.66,Sour/Wild Ale,11.0,330.0,Saignelégier,Switzerland,/beer/bfm-abbaye-de-saint-bon-chien-grand-cru-2013-vj-greatest-hits-tome-3/354775/,47.255799700000004,6.9963585
5185,5185,Trois Dames / Jester King / Crooked Stave Cerveza Sin Frontera Cognac BA,3.65,Sour/Wild Ale,7.8,234.0,Sainte-Croix,Switzerland,/beer/trois-dames-jester-king-crooked-stave-cerveza-sin-frontera-cognac-ba/527064/,46.822522,6.500928599999999
5186,5186,BFM Jean Chris Nomad V2350,3.65,Saison,5.5,165.0,Saignelégier,Switzerland,/beer/bfm-jean-chris-nomad-v2350/412170/,47.255799700000004,6.9963585
5187,5187,523 Tiger,3.63,India Pale Ale (IPA),7.8,234.0,Köniz,Switzerland,/beer/523-tiger/497303/,46.9222385,7.413058199999999
5188,5188,Cidrerie du Vulcain La Transparente,3.62,Cider,4.2,126.0,Le Mouret,Switzerland,/beer/cidrerie-du-vulcain-la-transparente/414043/,46.7487136,7.171816499999999
5189,5189,Birrificio Ticinese (Bad Attitude),3.62,Imperial Porter,8.15,244.0,Stabio,Switzerland,/beer/bad-attitude-two-penny-porter/150676/,45.8499456,8.9376319
5190,5190,BFM √227 Degustator,3.62,Saison,6.0,180.0,Saignelégier,Switzerland,/beer/bfm-8730227-degustator/462370/,47.255799700000004,6.9963585
5191,5191,Trois Dames Fiancée Pinot Noir,3.61,Saison,7.0,210.0,Sainte-Croix,Switzerland,/beer/trois-dames-fiancee-pinot-noir/288772/,46.822522,6.500928599999999
5192,5192,Al-Chark,2.38,Pale Lager,4.6,138.0,Aleppo,Syria,/beer/al-chark/17686/,36.19924,37.163725299999996
5193,5193,Barada Beer,1.73,Pale Lager,3.4,102.0,Damascus,Syria,/beer/barada-beer/17685/,33.5130695,36.3095814
5194,5194,Taihu The Black Bear,3.63,Imperial Stout,9.0,270.0,New Taipei City,Taiwan,/beer/taihu-the-black-bear/513223/,25.0120265,121.46571680000001
5196,5196,Zhang Men 黑柑橘 Black IPA,3.39,Black IPA,9.1,273.0,Taipei,Taiwan,/beer/zhang-men-406572657727224-black-ipa/472756/,25.037516699999998,121.5637
5197,5197,Formosa Hoppy Triple,3.39,Abbey Tripel,11.0,330.0,Taipei City,Taiwan,/beer/formosa-hoppy-triple/484750/,25.037516699999998,121.5637
5198,5198,Jolly Bière de Mars,3.37,Bière de Garde,5.8,174.0,Neihu Taipei,Taiwan,/beer/jolly-biere-de-mars/376235/,25.069664000000003,121.5889983
5199,5199,Zhang Men 酸酸 Sour Frenzy Berliner Weisse,3.34,Berliner Weisse,3.4,102.0,Taipei,Taiwan,/beer/zhang-men-3724037240-sour-frenzy-berliner-weisse/493505/,25.037516699999998,121.5637
5200,5200,Taihu Brewing 臺虎精釀,3.32,Imperial IPA,9.0,270.0,New Taipei City,Taiwan,/beer/taihu-gom-jabbar/513555/,25.0120265,121.46571680000001
5201,5201,Taihu Escobar,3.29,Cream Ale,4.0,120.0,New Taipei City,Taiwan,/beer/taihu-escobar/514586/,25.0120265,121.46571680000001
5202,5202,Taiwan Head Brewers Xiaohan 小寒 Taiwan Chocolate Stout,3.29,Stout,7.5,225.0,New Taipei City,Taiwan,/beer/taiwan-head-brewers-xiaohan-2356723506-taiwan-chocolate-stout/430499/,25.0120265,121.46571680000001
5203,5203,Taiwan Head Brewers Dashu 大暑 Taiwan Jasmine IPA,3.27,India Pale Ale (IPA),6.7,201.0,New Taipei City,Taiwan,/beer/taiwan-head-brewers-dashu-2282326257-taiwan-jasmine-ipa/430500/,25.0120265,121.46571680000001
5204,5204,55th Street IPA,3.26,India Pale Ale (IPA),6.5,195.0,Xinzhuang District New Taipei City,Taiwan,/beer/55th-street-ipa/319648/,25.0359472,121.45041280000001
5205,5205,Taihu Brewing 臺虎精釀,3.25,India Pale Ale (IPA),6.0,180.0,New Taipei City,Taiwan,/beer/taihu-occams-razor/515453/,25.0120265,121.46571680000001
5206,5206,Formosa Mountain Pepper Wheat,3.25,Wheat Ale,5.0,150.0,Taipei City,Taiwan,/beer/formosa-mountain-pepper-wheat/484751/,25.037516699999998,121.5637
5207,5207,55th Street Session IPA,3.25,Session IPA,4.8,144.0,Xinzhuang District New Taipei City,Taiwan,/beer/55th-street-session-ipa/377943/,25.0359472,121.45041280000001
5208,5208,SUNMAI Dark Lager,3.25,Dunkel/Tmavý,5.0,150.0,New Taipei City,Taiwan,/beer/sunmai-dark-lager/481565/,25.0120265,121.46571680000001
5210,5210,Formosa French Fruity Pale Ale,3.23,American Pale Ale,6.0,180.0,Taipei City,Taiwan,/beer/formosa-french-fruity-pale-ale/484749/,25.037516699999998,121.5637
5211,5211,Alechemist Hefty Red,3.22,Amber Ale,7.0,210.0,Taipei,Taiwan,/beer/alechemist-hefty-red/420752/,25.037516699999998,121.5637
5212,5212,Hengchun 3000 Brewseum Chuhou (出火) American Stout,3.21,Stout,7.0,210.0,Hengchun Pingtung County,Taiwan,/beer/hengchun-3000-brewseum-chuhou-2098628779-american-stout/511276/,22.002655899999997,120.7446924
5213,5213,Jolly Pilsener,3.21,Pilsener,5.0,150.0,Neihu Taipei,Taiwan,/beer/jolly-pilsener/19038/,25.069664000000003,121.5889983
5214,5214,Taiwan Head Brewers Xiaoxue 小雪 Taiwan Weizenbock,3.21,Weizen Bock,6.9,207.0,New Taipei City,Taiwan,/beer/taiwan-head-brewers-xiaoxue-2356738634-taiwan-weizenbock/541547/,25.0120265,121.46571680000001
5215,5215,SUNMAI Wheat Beer,3.21,German Hefeweizen,5.5,165.0,New Taipei City,Taiwan,/beer/sunmai-wheat-beer/481567/,25.0120265,121.46571680000001
5216,5216,"SUNMAI (Long Sun), New Taipei City Gulf of Siam",3.21,Wheat Ale,4.6,138.0,New Taipei City,Taiwan,/beer/sunmai-long-sun-new-taipei-city-gulf-of-siam/513653/,25.0120265,121.46571680000001
5217,5217,55th Street Amber Ale,3.21,Amber Ale,5.5,165.0,Xinzhuang District New Taipei City,Taiwan,/beer/55th-street-amber-ale/377942/,25.0359472,121.45041280000001
5218,5218,Zhang Men 老菸槍 Imperial Porter,3.18,Imperial Porter,8.0,240.0,Taipei,Taiwan,/beer/zhang-men-327693378427085-imperial-porter/432214/,25.037516699999998,121.5637
5219,5219,Taihu Hibiweisse,3.18,Berliner Weisse,5.6,168.0,New Taipei City,Taiwan,/beer/taihu-hibiweisse/517055/,25.0120265,121.46571680000001
5221,5221,Jolly Pale Ale,3.17,English Pale Ale,5.0,150.0,Neihu Taipei,Taiwan,/beer/jolly-pale-ale/19035/,25.069664000000003,121.5889983
5222,5222,Redpoint 台.P.A.,3.17,India Pale Ale (IPA),5.8,174.0,Taipei,Taiwan,/beer/redpoint-21488pa/255562/,25.037516699999998,121.5637
5223,5223,Zhang Men 黃柑橘 Fruit IPA,3.17,India Pale Ale (IPA),5.7,171.0,Taipei,Taiwan,/beer/zhang-men-406432657727224-fruit-ipa/493510/,25.037516699999998,121.5637
5224,5224,Zhang Men 真實一號 Dark Mild,3.17,Mild Ale,3.3,99.0,Taipei,Taiwan,/beer/zhang-men-30495235261996834399-dark-mild/493512/,25.037516699999998,121.5637
5225,5225,Zhang Men Smoked Porter,3.17,Porter,8.0,240.0,Taipei,Taiwan,/beer/zhang-men-smoked-porter/558127/,25.037516699999998,121.5637
5228,5228,Zhang Men NE IPA,3.15,India Pale Ale (IPA),7.2,216.0,Taipei,Taiwan,/beer/zhang-men-ne-ipa/560373/,25.037516699999998,121.5637
5229,5229,Hengchun 3000 Brewseum South Gate (南門) Schwarzbier,3.15,Schwarzbier,4.9,147.0,Hengchun Pingtung County,Taiwan,/beer/hengchun-3000-brewseum-south-gate-2133538272-schwarzbier/511279/,22.002655899999997,120.7446924
5230,5230,Redpoint Formosan Rock Monkey Stout,3.15,Stout,5.8,174.0,Taipei,Taiwan,/beer/redpoint-formosan-rock-monkey-stout/500246/,25.037516699999998,121.5637
5231,5231,SUNMAI Gangkou,3.15,American Pale Ale,5.3,159.0,New Taipei City,Taiwan,/beer/sunmai-gangkou/481569/,25.0120265,121.46571680000001
5232,5232,Zhang Men Turbo 74 IPA,3.14,India Pale Ale (IPA),6.6,198.0,Taipei,Taiwan,/beer/zhang-men-turbo-74-ipa/496391/,25.037516699999998,121.5637
5234,5234,Taihu IPA,3.13,India Pale Ale (IPA),6.0,180.0,New Taipei City,Taiwan,/beer/taihu-ipa/493745/,25.0120265,121.46571680000001
5236,5236,Takao Takau Golden Ale,3.13,Golden Ale/Blond Ale,4.5,135.0,Kaohsiung,Taiwan,/beer/takao-takau-golden-ale/72038/,22.6203348,120.3120375
5237,5237,Takao Black,3.13,Schwarzbier,4.5,135.0,Kaohsiung,Taiwan,/beer/takao-black/72056/,22.6203348,120.3120375
5238,5238,Takao Beer Hibiscus,3.13,Fruit Beer,4.8,144.0,Kaohsiung,Taiwan,/beer/takao-beer-hibiscus/556983/,22.6203348,120.3120375
5239,5239,Takao Beer Coffee,3.13,Porter,6.5,195.0,Kaohsiung,Taiwan,/beer/takao-beer-coffee/556986/,22.6203348,120.3120375
5240,5240,Taihu Brewing 臺虎精釀,3.12,Grodziskie/Gose/Lichtenhainer,5.5,165.0,New Taipei City,Taiwan,/beer/taihu-013-lichtenhainer/508782/,25.0120265,121.46571680000001
5241,5241,SUNMAI Tribute to Wu Gang,3.12,Saison,4.9,147.0,New Taipei City,Taiwan,/beer/sunmai-tribute-to-wu-gang/513205/,25.0120265,121.46571680000001
5243,5243,Takao Beer Chamomile,3.11,Spice/Herb/Vegetable,5.0,150.0,Kaohsiung,Taiwan,/beer/takao-beer-chamomile/556984/,22.6203348,120.3120375
5249,5249,Zolotoï Melnik,2.41,Amber Ale,4.2,126.0,Khujand,Tajikistan,/beer/zolotoi-melnik/374214/,40.282803200000004,69.6389657
5250,5250,Sim-Sim Pivo Svetloe,2.18,Pale Lager,4.0,120.0,Dushanbe,Tajikistan,/beer/sim-sim-pivo-svetloe/98045/,38.5425835,68.8152131865304
5254,5254,Ndovu Red Malt,2.96,Dunkel/Tmavý,4.0,120.0,Dar Es Salaam,Tanzania,/beer/ndovu-red-malt/452786/,-6.814273700000001,39.2803756
5255,5255,Bia Bingwa,2.92,Imperial Pils/Strong Pale Lager,7.0,210.0,Dar Es Salaam,Tanzania,/beer/bia-bingwa/14037/,-6.814273700000001,39.2803756
5256,5256,kibo gold,2.67,Pale Lager,5.5,165.0,Dar Es Salaam,Tanzania,/beer/kibo-gold/226161/,-6.814273700000001,39.2803756
5257,5257,Castle Ranger,2.67,Pale Lager,5.5,165.0,Dar Es Salaam,Tanzania,/beer/castle-ranger/14015/,-6.814273700000001,39.2803756
5258,5258,Raha,2.67,Fruit Beer,8.0,240.0,Arusha,Tanzania,/beer/raha/107584/,-3.4275339999999996,36.708584818489896
5260,5260,Serengeti The Kick,2.63,Imperial Pils/Strong Pale Lager,7.0,210.0,Dar Es Salaam,Tanzania,/beer/serengeti-the-kick/109400/,-6.814273700000001,39.2803756
5261,5261,Uhuru Peak Lager,2.48,Amber Lager/Vienna,5.8,174.0,Dar Es Salaam,Tanzania,/beer/uhuru-peak-lager/194429/,-6.814273700000001,39.2803756
5264,5264,Tanzanian Pilsner Ice,2.23,Pilsener,4.8,144.0,Dar Es Salaam,Tanzania,/beer/tanzanian-pilsner-ice/36260/,-6.814273700000001,39.2803756
5265,5265,Serengeti Platinum,2.15,Premium Lager,4.5,135.0,Dar Es Salaam,Tanzania,/beer/serengeti-platinum/403229/,-6.814273700000001,39.2803756
5266,5266,Ndovu Special Malt,2.14,Pale Lager,4.8,144.0,Dar Es Salaam,Tanzania,/beer/ndovu-special-malt/14034/,-6.814273700000001,39.2803756
5267,5267,Safari Lager,2.07,Pale Lager,5.5,165.0,Dar Es Salaam,Tanzania,/beer/safari-lager/13177/,-6.814273700000001,39.2803756
5268,5268,Redds Premium Cold,2.06,Cider,4.5,135.0,Dar Es Salaam,Tanzania,/beer/redds-premium-cold/79749/,-6.814273700000001,39.2803756
5269,5269,Tanzanian Kibo Gold,2.05,Pale Lager,4.8,144.0,Dar Es Salaam,Tanzania,/beer/tanzanian-kibo-gold/24927/,-6.814273700000001,39.2803756
5270,5270,Castle Lager,2.01,Pale Lager,5.0,150.0,Dar Es Salaam,Tanzania,/beer/castle-lager/137821/,-6.814273700000001,39.2803756
5271,5271,Kilimanjaro Premium Lager,2.0,Pale Lager,4.5,135.0,Dar Es Salaam,Tanzania,/beer/kilimanjaro-premium-lager/13837/,-6.814273700000001,39.2803756
5272,5272,Serengeti Premium Lager,1.98,Premium Lager,5.5,165.0,Dar Es Salaam,Tanzania,/beer/serengeti-premium-lager/13838/,-6.814273700000001,39.2803756
5278,5278,Eleventh Fort Black India Pale Ale,3.64,Black IPA,8.0,240.0,Samut Prakan,Thailand,/beer/eleventh-fort-black-india-pale-ale/458374/,13.653165099999999,100.8182578
5279,5279,King Kong Americano Porter,3.41,Porter,7.0,210.0,Bangkok,Thailand,/beer/king-kong-americano-porter/461290/,13.7538929,100.8160803
5280,5280,Lazy Fat Cat Roaring Cat,3.39,India Pale Ale (IPA),5.7,171.0,Bangkok,Thailand,/beer/lazy-fat-cat-roaring-cat/559354/,13.7538929,100.8160803
5281,5281,Happy New Beer IPA,3.34,India Pale Ale (IPA),6.7,201.0,Bangkok,Thailand,/beer/happy-new-beer-ipa/410962/,13.7538929,100.8160803
5282,5282,Eleventh Fort Sweet Child O' Mine,3.33,Porter,6.8,204.0,Samut Prakan,Thailand,/beer/eleventh-fort-sweet-child-o-mine/476967/,13.653165099999999,100.8182578
5283,5283,Nectar Single Coffee Stout,3.33,Stout,8.0,240.0,Bangkok,Thailand,/beer/nectar-single-coffee-stout/464848/,13.7538929,100.8160803
5284,5284,Silom Bad Bear IPA,3.29,India Pale Ale (IPA),5.7,171.0,Bangkok,Thailand,/beer/silom-bad-bear-ipa/459528/,13.7538929,100.8160803
5285,5285,King Kong Empire State Has Fallen,3.29,Imperial IPA,11.0,330.0,Bangkok,Thailand,/beer/king-kong-empire-state-has-fallen/471694/,13.7538929,100.8160803
5286,5286,Decsnob Charmer Imperial Stout,3.28,Imperial Stout,11.0,330.0,Bangkok,Thailand,/beer/decsnob-charmer-imperial-stout/485065/,13.7538929,100.8160803
5287,5287,Eleventh Fort India Pale Ale,3.28,India Pale Ale (IPA),6.4,192.0,Samut Prakan,Thailand,/beer/eleventh-fort-india-pale-ale/459294/,13.653165099999999,100.8182578
5288,5288,Nectar Coffee Stout,3.27,Stout,6.9,207.0,Bangkok,Thailand,/beer/nectar-coffee-stout/559514/,13.7538929,100.8160803
5289,5289,Silom Black IPA,3.25,Black IPA,5.6,168.0,Bangkok,Thailand,/beer/silom-black-ipa/480921/,13.7538929,100.8160803
5290,5290,Silom Pirates Stout,3.25,Imperial Stout,10.0,300.0,Bangkok,Thailand,/beer/silom-pirates-stout/480925/,13.7538929,100.8160803
5291,5291,Happy New Beer Double India Pale Ale,3.25,Imperial IPA,8.6,258.0,Bangkok,Thailand,/beer/happy-new-beer-double-india-pale-ale/551323/,13.7538929,100.8160803
5293,5293,Chit Beer Porn's Milk Stout,3.24,Sweet Stout,6.5,195.0,Bangkok,Thailand,/beer/chit-beer-porns-milk-stout/458638/,13.7538929,100.8160803
5294,5294,Nectar Amber Ale,3.24,Amber Ale,6.5,195.0,Bangkok,Thailand,/beer/nectar-amber-ale/471748/,13.7538929,100.8160803
5295,5295,King Kong Imperial Stout and the Last Chocolate,3.23,Imperial Stout,10.0,300.0,Bangkok,Thailand,/beer/king-kong-imperial-stout-and-the-last-chocolate/462976/,13.7538929,100.8160803
5296,5296,Outlaw Centennial IPA,3.22,American Pale Ale,7.0,210.0,Muang Loei,Thailand,/beer/outlaw-centennial-ipa/502080/,17.4890457,101.72047173831
5297,5297,King Kong New Zingle IPA,3.22,India Pale Ale (IPA),6.0,180.0,Bangkok,Thailand,/beer/king-kong-new-zingle-ipa/457920/,13.7538929,100.8160803
5298,5298,King Kong Super Moon,3.22,Black IPA,7.0,210.0,Bangkok,Thailand,/beer/king-kong-super-moon/472441/,13.7538929,100.8160803
5299,5299,CupG Newbie IPA,3.22,India Pale Ale (IPA),7.5,225.0,Ayutthaya,Thailand,/beer/cupg-newbie-ipa/491018/,14.356037200000001,100.5722073
5300,5300,Nectar Mocha Stout,3.21,Stout,9.0,270.0,Bangkok,Thailand,/beer/nectar-mocha-stout/566414/,13.7538929,100.8160803
5301,5301,Sloths Hops Fusion,3.21,American Pale Ale,5.5,165.0,Bangkok,Thailand,/beer/sloths-hops-fusion/530447/,13.7538929,100.8160803
5302,5302,Outlaw New Zealand IPA,3.21,India Pale Ale (IPA),7.0,210.0,Muang Loei,Thailand,/beer/outlaw-new-zealand-ipa/471993/,17.4890457,101.72047173831
5303,5303,Devanom IPPO Pale Ale,3.21,India Pale Ale (IPA),6.2,186.0,Nonthaburi,Thailand,/beer/devanom-ippo-pale-ale/491300/,13.8428768,100.4935584
5304,5304,Sandport  Bang Bang,3.2,India Pale Ale (IPA),6.0,180.0,Bangkok,Thailand,/beer/sandport-bang-bang/471476/,13.7538929,100.8160803
5306,5306,Outlaw Brewing,3.2,India Pale Ale (IPA),6.5,195.0,Muang Loei,Thailand,/beer/outlaw-gateway/455943/,17.4890457,101.72047173831
5307,5307,Golden Coins Wish Do!,3.19,American Pale Ale,6.0,180.0,Yaowarat,Thailand,/beer/golden-coins-wish-do/466352/,13.741907000000001,100.50894840000001
5308,5308,Outlaw RePrObatE,3.19,India Pale Ale (IPA),7.2,216.0,Muang Loei,Thailand,/beer/outlaw-reprobate/489112/,17.4890457,101.72047173831
5309,5309,Chit Beer Mosaic Pale Ale,3.19,American Pale Ale,5.2,156.0,Bangkok,Thailand,/beer/chit-beer-mosaic-pale-ale/458659/,13.7538929,100.8160803
5310,5310,Sloths Porter,3.19,Porter,6.0,180.0,Bangkok,Thailand,/beer/sloths-porter/464454/,13.7538929,100.8160803
5311,5311,Decsnob Chocohazel Amber Ale,3.18,Amber Ale,5.0,150.0,Bangkok,Thailand,/beer/decsnob-chocohazel-amber-ale/464311/,13.7538929,100.8160803
5312,5312,Sandport Wheat off the Wall,3.18,Wheat Ale,4.8,144.0,Bangkok,Thailand,/beer/sandport-wheat-off-the-wall/414382/,13.7538929,100.8160803
