,name,id,most_freq
2981,Litra Pumpkin Ale 2016-,462532,"[('sweet', 2), ('spicy', 2), ('light', 2), ('cloudy', 1), ('amber', 1), ('orange', 1), ('medium', 1), ('hazy', 1), ('fruity', 1), ('toffee', 1)]"
2982,Beermaster Fresh Hop Concept,553229,"[('white', 3), ('light', 3), ('hazy', 2), ('lemon', 2), ('straw', 2), ('grass', 2), ('sweet', 1), ('peach', 1), ('cloudy', 1), ('grainy', 1)]"
2983,Efes Vitanta Moldova Brewery,9898,"[('amber', 1), ('medium', 1), ('fresh', 1), ('bitter', 1), ('dry', 1), ('light', 1)]"
2984,Albeer 12°,440678,"[('light', 3), ('white', 2), ('dry', 2), ('grainy', 1), ('malty', 1), ('clear', 1), ('bread', 1), ('hazy', 1), ('intense', 1), ('lemon', 1)]"
2985,Lumencraft Weiss Bier,432502,"[('banana', 7), ('light', 6), ('spicy', 3), ('sweet', 2), ('cloudy', 2), ('orange', 2), ('hazy', 2), ('clove', 2), ('white', 1), ('creamy', 1)]"
2986,Albeer 11°,440677,"[('light', 4), ('white', 2), ('hazy', 2), ('grass', 2), ('malty', 1), ('bread', 1), ('fresh', 1), ('lemon', 1), ('hay', 1), ('bitter', 1)]"
2987,Elvis Hop Attack,507985,"[('bitter', 4), ('light', 4), ('sweet', 3), ('caramel', 2), ('hazy', 2), ('fresh', 2), ('grass', 2), ('copper', 1), ('ruby', 1), ('harsh', 1)]"
2988,Elvis American Tropical Stout,514293,"[('harsh', 4), ('sweet', 3), ('black', 3), ('coffee', 3), ('red', 3), ('bitter', 3), ('medium', 2), ('opaque', 1), ('spicy', 1), ('frothy', 1)]"
2989,Brasserie de Monaco Wheat Beer,285902,"[('light', 7), ('cloudy', 4), ('white', 4), ('spicy', 4), ('sweet', 3), ('medium', 3), ('lemon', 3), ('zest', 2), ('lingering', 2), ('hazy', 2)]"
2990,Brasserie de Monaco Ambrée,110347,"[('medium', 5), ('caramel', 5), ('sweet', 4), ('amber', 4), ('hazy', 4), ('brown', 4), ('light', 4), ('bread', 3), ('dark', 3), ('burnt', 2)]"
2991,Brasserie de Monaco Oktoberfest,175803,"[('sweet', 1), ('cloudy', 1), ('white', 1), ('malty', 1), ('creamy', 1), ('orange', 1), ('medium', 1), ('pear', 1), ('hazy', 1), ('oily', 1)]"
2992,Brasserie de Monaco Pils,223920,"[('light', 10), ('medium', 7), ('white', 5), ('bitter', 5), ('sweet', 4), ('grass', 4), ('malty', 3), ('hazy', 3), ('oily', 3), ('cloudy', 2)]"
2993,Brasserie de Monaco Grand Prix,174556,"[('fruity', 10), ('white', 9), ('light', 9), ('hazy', 6), ('malty', 5), ('straw', 5), ('medium', 4), ('caramel', 4), ('sweet', 3), ('balanced', 3)]"
2994,Brasserie de Monaco Blanche Tradition,461611,"[('white', 7), ('sweet', 6), ('medium', 5), ('cloudy', 2), ('bread', 2), ('mild', 2), ('tart', 2), ('red', 2), ('lemon', 2), ('bready', 2)]"
2995,Brasserie de Monaco,223919,"[('honey', 2), ('amber', 1)]"
2996,Brasserie de Monaco Fruits Rouges,461613,"[('sweet', 11), ('red', 8), ('medium', 6), ('clear', 4), ('fruity', 4), ('deep', 2), ('light', 2), ('large', 1), ('white', 1), ('harsh', 1)]"
2997,Brasserie de Monaco Beer (Blonde 5°),107040,"[('sweet', 6), ('white', 6), ('light', 6), ('clear', 4), ('bitter', 4), ('medium', 3), ('straw', 3), ('red', 2), ('peach', 1), ('frothy', 1)]"
2998,Chinggis Khan Pilsner,460753,"[('grass', 5), ('lemon', 4), ('bitter', 3), ('light', 3), ('malty', 2), ('medium', 2), ('bread', 2), ('bready', 2), ('sweet', 1), ('white', 1)]"
2999,Jalam Khar,533923,"[('fresh', 1), ('light', 1)]"
3000,Gem Draft,150326,"[('caramel', 3), ('amber', 2), ('medium', 2), ('sweet', 1), ('white', 1), ('malty', 1), ('clear', 1), ('bread', 1), ('hazy', 1), ('oily', 1)]"
3001,Chinggis Club,41619,"[('hot', 2), ('white', 2), ('malty', 2), ('fresh', 2), ('sweet', 1), ('grainy', 1), ('roasted', 1), ('straw', 1), ('smooth', 1), ('light', 1)]"
3002,Khar Khorum,91865,"[('caramel', 10), ('malty', 7), ('sweet', 6), ('brown', 6), ('light', 6), ('grainy', 5), ('amber', 5), ('clear', 5), ('bread', 5), ('dark', 4)]"
3003,Seruun Light,348990,"[('sweet', 3), ('light', 3), ('grainy', 2), ('white', 2), ('clear', 1), ('medium', 1), ('bread', 1), ('frothy', 1), ('fresh', 1), ('bitter', 1)]"
3004,Borgio,129162,"[('light', 5), ('sweet', 3), ('white', 3), ('medium', 2), ('mild', 2), ('straw', 2), ('dry', 2), ('balanced', 1), ('cloudy', 1), ('grainy', 1)]"
3005,Altan Gobi,140463,"[('white', 6), ('sweet', 5), ('light', 5), ('medium', 4), ('buttery', 3), ('malty', 3), ('grainy', 2), ('clear', 2), ('gold', 2), ('fresh', 2)]"
3006,Jalam Khar Gold,344734,"[('white', 3), ('light', 3), ('grainy', 2), ('clear', 2), ('mild', 2), ('bitter', 2), ('sweet', 1), ('creamy', 1), ('medium', 1), ('spicy', 1)]"
3007,Khan Bräu Pilsner,13859,"[('light', 3), ('sweet', 2), ('white', 2), ('spicy', 2), ('large', 1), ('malty', 1), ('clear', 1), ('gold', 1)]"
3008,Borgio Gold,140460,"[('sweet', 5), ('medium', 4), ('light', 3), ('harsh', 2), ('bold', 1), ('white', 1), ('clear', 1), ('phenolic', 1), ('gold', 1), ('straw', 1)]"
3009,Niislel,140464,"[('sweet', 8), ('medium', 7), ('white', 6), ('light', 6), ('malty', 4), ('grainy', 3), ('clear', 3), ('bitter', 3), ('cloudy', 2), ('straw', 2)]"
3010,Jalam Khar,129190,"[('light', 7), ('white', 4), ('clear', 3), ('gold', 3), ('sweet', 2), ('harsh', 2), ('lemon', 2), ('straw', 2), ('large', 1), ('grainy', 1)]"
3011,Chinggis Mongolian Lager,92344,"[('clear', 6), ('metallic', 5), ('white', 4), ('light', 3), ('bitter', 2), ('dry', 2), ('sweet', 1), ('hot', 1), ('malty', 1), ('medium', 1)]"
3012,Sengur Beer,129192,"[('light', 5), ('white', 3), ('clear', 3), ('sweet', 2), ('grainy', 2), ('gold', 2), ('straw', 2), ('bitter', 2), ('grass', 2), ('amber', 1)]"
3013,RedCat Brewery Wheat IPA,382321,"[('medium', 2), ('bitter', 2), ('black', 1), ('grainy', 1), ('hazy', 1), ('fresh', 1), ('fruity', 1), ('light', 1)]"
3014,RedCatbrewery APA,382322,"[('caramel', 2), ('sweet', 1), ('black', 1), ('balanced', 1), ('amber', 1), ('hazy', 1), ('full', 1), ('roasted', 1), ('bitter', 1), ('fruity', 1)]"
3015,Nikšićko Tamno,23339,"[('bitter', 5), ('caramel', 3), ('dark', 3), ('roast', 2), ('medium', 2), ('hay', 2), ('light', 2), ('sweet', 1), ('black', 1), ('creamy', 1)]"
3016,Nikšićko Pivo Nefiltrirano,431824,"[('sweet', 5), ('light', 5), ('white', 4), ('spicy', 4), ('fruity', 4), ('bready', 3), ('malty', 2), ('orange', 2), ('medium', 2), ('phenolic', 2)]"
3017,Nikšićko Cool Grejpfrut,223010,"[('grapefruit', 9), ('sweet', 8), ('white', 4), ('orange', 3), ('hazy', 3), ('hot', 2), ('medium', 2), ('fruity', 2), ('light', 2), ('balanced', 1)]"
3018,Nikšićko Gold,289411,"[('sweet', 5), ('clear', 5), ('white', 4), ('medium', 3), ('light', 3), ('mild', 2), ('hay', 2), ('fruity', 2), ('balanced', 1), ('grainy', 1)]"
3019,Nikšićko Pivo,5991,"[('light', 10), ('sweet', 6), ('white', 6), ('clear', 6), ('bitter', 4), ('amber', 1), ('orange', 1), ('medium', 1), ('metallic', 1), ('hay', 1)]"
3020,Onogošt Svijetlo Pivo,417503,"[('light', 17), ('sweet', 10), ('white', 8), ('medium', 8), ('bitter', 5), ('clear', 4), ('fresh', 4), ('malty', 3), ('grass', 3), ('grainy', 2)]"
3021,Nikšićko Cool Limun,158174,"[('lemon', 10), ('sweet', 4), ('hazy', 4), ('white', 3), ('hot', 2), ('cloudy', 2), ('fresh', 2), ('fruity', 2), ('acidic', 2), ('light', 2)]"
3022,Trebjesa (MolsonCoors),38262,"[('sweet', 4), ('malty', 4), ('honey', 2), ('metallic', 2), ('fruity', 2), ('light', 2), ('white', 1), ('creamy', 1), ('clear', 1), ('lime', 1)]"
3023,Flag Speciale Biere de Mars,493142,"[('white', 2), ('clear', 2), ('grass', 2), ('sweet', 1), ('copper', 1), ('malty', 1), ('bread', 1), ('heavy', 1), ('gold', 1), ('straw', 1)]"
3024,Casablanca Light,470450,"[('light', 2)]"
3025,Cerveza Doble Malta (Mercadona),537951,"[('sweet', 6), ('medium', 4), ('white', 3), ('caramel', 3), ('bitter', 3), ('grainy', 2), ('amber', 2), ('clear', 2), ('heavy', 2), ('light', 2)]"
3026,Casablanca (Casa Beer),9882,"[('light', 13), ('white', 5), ('clear', 5), ('hay', 3), ('sweet', 2), ('medium', 2), ('grass', 2), ('hot', 1), ('mild', 1), ('dissipating', 1)]"
3027,Castel Beer (Morocco),80771,"[('sweet', 8), ('medium', 6), ('mild', 6), ('malty', 5), ('light', 5), ('white', 4), ('clear', 4), ('grainy', 2), ('bread', 2), ('frothy', 1)]"
3028,Cerveza Reserva (Mercadona),548994,"[('caramel', 8), ('dark', 5), ('sweet', 4), ('white', 3), ('medium', 3), ('brown', 3), ('alcohol', 2), ('alcoholic', 2), ('bitter', 2), ('grainy', 1)]"
3029,33 Export (Morocco),420095,"[('light', 4), ('sweet', 2), ('clear', 2), ('gold', 2), ('hay', 2), ('grainy', 1), ('white', 1), ('medium', 1), ('bread', 1), ('lemon', 1)]"
3030,Kania,360622,"[('clear', 3), ('white', 2), ('light', 2), ('bread', 1), ('metallic', 1), ('gold', 1), ('hay', 1)]"
3031,Flag Spéciale (Morocco),13890,"[('white', 5), ('mild', 4), ('clear', 3), ('wet', 3), ('bread', 2), ('gold', 2), ('malty', 1), ('caramel', 1), ('hay', 1), ('smooth', 1)]"
3032,Flag Pils,13889,"[('light', 4), ('sweet', 2), ('white', 2), ('clear', 2), ('malty', 1), ('medium', 1), ('mild', 1), ('full', 1), ('gold', 1), ('smooth', 1)]"
3033,Stork Première,13891,"[('clear', 4), ('white', 3), ('sweet', 1), ('copper', 1), ('fluffy', 1), ('malty', 1), ('bread', 1), ('hay', 1), ('bitter', 1), ('wet', 1)]"
3034,Laurentina Preta,32686,"[('dark', 12), ('caramel', 8), ('sweet', 7), ('brown', 7), ('light', 5), ('medium', 4), ('tan', 4), ('chocolate', 4), ('black', 3), ('coffee', 3)]"
3035,Raiz,150337,"[('metallic', 1)]"
3036,Laurentina Premium,109396,"[('white', 3), ('bread', 3), ('bready', 3), ('deep', 3), ('malty', 2), ('clear', 2), ('medium', 2), ('mild', 2), ('caramel', 2), ('gold', 2)]"
3037,Manica,32684,"[('light', 10), ('medium', 7), ('white', 5), ('sweet', 3), ('clear', 3), ('gold', 3), ('bread', 2), ('spicy', 2), ('hay', 2), ('bitter', 2)]"
3038,Impala,200392,"[('sweet', 1), ('alcohol', 1), ('round', 1)]"
3039,Laurentina Clara,32685,"[('light', 11), ('sweet', 7), ('white', 7), ('clear', 4), ('malty', 3), ('hay', 3), ('bitter', 3), ('creamy', 2), ('medium', 2), ('frothy', 2)]"
3040,2M,43471,"[('gold', 5), ('white', 4), ('sweet', 3), ('hot', 2), ('clear', 2), ('light', 2), ('copper', 1), ('balanced', 1), ('malty', 1), ('amber', 1)]"
3041,Myanmar Black Shield,386944,"[('roasted', 11), ('coffee', 9), ('caramel', 8), ('light', 8), ('alcohol', 6), ('sweet', 5), ('black', 5), ('medium', 5), ('dark', 4), ('bitter', 4)]"
3042,Spirulina Beer Anti-Aging Drink,211073,"[('bitter', 2), ('large', 1), ('malty', 1), ('fresh', 1), ('deep', 1)]"
3043,Myanmar Premium,461277,"[('sweet', 3), ('white', 1), ('amber', 1), ('clear', 1), ('mild', 1), ('heavy', 1), ('fresh', 1), ('crystal', 1), ('smooth', 1), ('light', 1)]"
3044,Dagon Light,461276,"[('sweet', 1), ('white', 1), ('amber', 1), ('clear', 1), ('medium', 1), ('mild', 1), ('spicy', 1), ('crystal', 1), ('smooth', 1), ('bright', 1)]"
3045,Myanmar Carlsberg Yoma Special Brew,521933,"[('sweet', 3), ('amber', 1), ('frothy', 1), ('off', 1), ('red', 1)]"
3046,Dagon Super,388601,"[('light', 4), ('sweet', 2), ('white', 2), ('alcohol', 2), ('clear', 2), ('caramel', 1), ('metallic', 1), ('bitter', 1), ('bright', 1)]"
3047,Regal Seven,390802,"[('light', 10), ('sweet', 7), ('bitter', 3), ('white', 2), ('medium', 2), ('amber', 1), ('clear', 1), ('dull', 1), ('caramel', 1), ('frothy', 1)]"
3048,Dagon Extra Strong,146020,"[('sweet', 7), ('light', 7), ('alcohol', 6), ('clear', 5), ('white', 3), ('gold', 3), ('harsh', 2), ('dark', 2), ('smooth', 2), ('malty', 1)]"
3049,Myanmar Carlsberg Yoma Premium Beer,521934,"[('light', 15), ('sweet', 6), ('grainy', 5), ('malty', 5), ('white', 4), ('alcohol', 3), ('amber', 2), ('clear', 2), ('red', 2), ('apple', 2)]"
3050,Myanmar Double Strong,188780,"[('light', 5), ('sweet', 4), ('white', 4), ('alcohol', 4), ('medium', 4), ('clear', 2), ('harsh', 2), ('fruity', 2), ('hot', 1), ('amber', 1)]"
3051,Andaman Gold,115108,"[('light', 15), ('sweet', 8), ('white', 7), ('medium', 7), ('bitter', 6), ('clear', 5), ('grainy', 4), ('malty', 4), ('metallic', 2), ('dense', 1)]"
3052,Andaman Gold Special,240076,"[('light', 9), ('sweet', 7), ('malty', 4), ('metallic', 4), ('grainy', 3), ('alcohol', 3), ('white', 2), ('amber', 2), ('clear', 2), ('bitter', 2)]"
3053,Mandalay Strong Ale,14407,"[('light', 14), ('sweet', 13), ('white', 9), ('medium', 9), ('grass', 6), ('bitter', 5), ('clear', 4), ('malty', 3), ('gold', 3), ('grainy', 2)]"
3054,Dagon Lager Beer,147183,"[('light', 9), ('sweet', 5), ('white', 5), ('clear', 5), ('wet', 5), ('hay', 4), ('grainy', 3), ('malty', 3), ('tobacco', 2), ('amber', 1)]"
3055,Myanmar Lager Beer,17109,"[('sweet', 7), ('white', 5), ('light', 4), ('clear', 3), ('earthy', 2), ('gold', 2), ('straw', 2), ('wet', 2), ('grainy', 1), ('medium', 1)]"
3056,Mandalay Lager,13185,"[('light', 10), ('sweet', 6), ('white', 4), ('clear', 4), ('malty', 3), ('bitter', 3), ('hot', 2), ('alcohol', 1), ('amber', 1), ('medium', 1)]"
3057,Hansa Urbock,7514,"[('sweet', 9), ('caramel', 9), ('brown', 6), ('clear', 5), ('medium', 5), ('toffee', 5), ('alcohol', 4), ('full', 4), ('deep', 4), ('malty', 3)]"
3058,Camelthorn Brewing Company (Namibia Breweries),144715,"[('caramel', 9), ('light', 9), ('malty', 6), ('amber', 6), ('dark', 6), ('bitter', 6), ('medium', 4), ('mild', 4), ('sweet', 2), ('creamy', 2)]"
3059,King Lager,470109,"[('white', 2), ('medium', 2), ('dry', 2), ('sweet', 1), ('grainy', 1), ('creamy', 1), ('clear', 1), ('bread', 1), ('dark', 1), ('gold', 1)]"
3060,Camelthorn Brewing Company (Namibia Breweries),144841,"[('medium', 4), ('light', 4), ('sweet', 3), ('white', 2), ('malty', 2), ('cloudy', 1), ('clear', 1), ('mild', 1), ('hay', 1), ('crystal', 1)]"
3061,Hansa Draught (Namibia),54239,"[('bitter', 5), ('white', 4), ('clear', 3), ('medium', 3), ('spicy', 3), ('dry', 3), ('light', 3), ('fresh', 2), ('malty', 1), ('creamy', 1)]"
3062,Camelthorn Brewing Company (Namibia Breweries),134681,"[('sweet', 6), ('banana', 6), ('white', 5), ('orange', 4), ('medium', 3), ('cloudy', 2), ('mild', 2), ('spicy', 2), ('tart', 2), ('tangerine', 2)]"
3063,Camelthorn Weiss Beer,525043,"[('clove', 8), ('light', 8), ('banana', 5), ('sweet', 3), ('white', 3), ('clear', 3), ('medium', 3), ('bready', 2), ('brilliant', 1), ('lingering', 1)]"
3064,Namibia Tafel Lite Lager,472432,"[('light', 3), ('straw', 2), ('sweet', 1), ('white', 1), ('malty', 1), ('creamy', 1), ('clear', 1), ('metallic', 1), ('bready', 1), ('dry', 1)]"
3065,Camelthorn Brewing Company (Namibia Breweries),144842,"[('light', 3), ('fruity', 1)]"
3066,Namibia Breweries,8244,"[('bitter', 4), ('light', 3), ('clear', 2), ('white', 1), ('medium', 1), ('dry', 1), ('wet', 1)]"
3067,Camelthorn Brewing Company (Namibia Breweries),144717,"[('banana', 4), ('sweet', 3), ('caramel', 3), ('dark', 3), ('opaque', 1), ('white', 1), ('amber', 1), ('hazy', 1), ('tart', 1), ('oily', 1)]"
3068,Windhoek Export,6431,"[('malty', 5), ('white', 4), ('sweet', 3), ('lemon', 3), ('complex', 1), ('harsh', 1), ('medium', 1), ('cut', 1), ('oily', 1), ('earthy', 1)]"
3069,Camelthorn Brewing Company (Namibia Breweries),378907,"[('black', 2), ('white', 1), ('malty', 1), ('roasted', 1), ('dark', 1)]"
3070,Hansa Pilsener (Namibia),50580,"[('light', 3), ('large', 1), ('white', 1), ('malty', 1), ('medium', 1), ('spicy', 1), ('fresh', 1), ('straw', 1), ('prickly', 1), ('grass', 1)]"
3071,Windhoek Draught,55252,"[('white', 6), ('clear', 4), ('medium', 3), ('bread', 3), ('straw', 3), ('sweet', 2), ('malty', 2), ('metallic', 2), ('hay', 2), ('bitter', 2)]"
3072,Windhoek Special,8245,"[('sweet', 7), ('white', 6), ('light', 5), ('clear', 3), ('caramel', 3), ('gold', 3), ('apple', 3), ('malty', 2), ('hazy', 2), ('honey', 2)]"
3073,Namibia Tafel Lager,8321,"[('white', 6), ('medium', 5), ('clear', 4), ('caramel', 3), ('hay', 3), ('bitter', 3), ('buttery', 2), ('malty', 2), ('light', 2), ('fluffy', 1)]"
3074,Namibia Club Shandy,54268,"[('sweet', 9), ('white', 3), ('bread', 3), ('fruity', 3), ('clear', 2), ('orange', 2), ('bitter', 2), ('deep', 2), ('light', 2), ('grainy', 1)]"
3075,Windhoek Lager,4622,"[('white', 7), ('clear', 5), ('light', 5), ('medium', 4), ('straw', 4), ('sweet', 3), ('bitter', 3), ('honey', 2), ('metallic', 2), ('fruity', 2)]"
3076,Windhoek Light,4623,"[('light', 18), ('white', 13), ('clear', 5), ('dry', 5), ('straw', 4), ('sweet', 3), ('medium', 3), ('bread', 3), ('gold', 3), ('malty', 2)]"
3077,Sherpa Khumbu Kolsch,449699,"[('light', 3), ('malty', 2), ('copper', 1), ('grainy', 1), ('clear', 1), ('mild', 1), ('hazy', 1), ('straw', 1), ('hay', 1), ('dry', 1)]"
3078,Coblenzer Märzen,130770,"[('amber', 2), ('caramel', 2), ('sweet', 1), ('medium', 1), ('smooth', 1), ('light', 1)]"
3079,Coblenzer Pilsener,130730,"[('sweet', 2), ('grainy', 1), ('white', 1), ('hazy', 1), ('earthy', 1), ('musty', 1), ('gold', 1), ('dry', 1), ('light', 1)]"
3080,Nepal Ice Natura,267264,"[('light', 2), ('sweet', 1), ('hot', 1), ('white', 1), ('clear', 1), ('mild', 1)]"
3081,Rato-Bhaat,234008,"[('sweet', 9), ('caramel', 9), ('amber', 7), ('medium', 5), ('light', 4), ('white', 3), ('malty', 3), ('bread', 3), ('hazy', 3), ('frothy', 2)]"
3082,Commando Super Strong Beer,148910,"[('medium', 2), ('light', 2), ('sweet', 1), ('grainy', 1), ('white', 1), ('clear', 1), ('oily', 1), ('bitter', 1), ('grass', 1)]"
3083,Everest Premium Lager 50th Golden Jubilee,45505,"[('light', 9), ('white', 8), ('dry', 6), ('sweet', 5), ('clear', 4), ('straw', 3), ('malty', 2), ('bitter', 2), ('buttery', 1), ('spicy', 1)]"
3084,Everest Premium Lager,115798,"[('light', 8), ('sweet', 5), ('grass', 4), ('white', 3), ('alcohol', 3), ('dry', 2), ('balanced', 1), ('fluffy', 1), ('dull', 1), ('medium', 1)]"
3085,Nepal's Mustang Premium Lager Beer,124988,"[('light', 6), ('sweet', 5), ('white', 5), ('clear', 4), ('gold', 4), ('malty', 3), ('grainy', 2), ('medium', 2), ('bread', 2), ('dry', 2)]"
3086,Gorkha Beer,73389,"[('sweet', 7), ('white', 7), ('light', 7), ('clear', 4), ('malty', 3), ('medium', 3), ('grainy', 2), ('mild', 2), ('frothy', 2), ('lemon', 2)]"
3087,Everest Premium Lager Special Limited Edition,72615,"[('white', 6), ('sweet', 5), ('clear', 5), ('light', 4), ('medium', 3), ('banana', 3), ('grainy', 2), ('frothy', 2), ('gold', 2), ('peel', 2)]"
3088,Nepal's Real Gold,124989,"[('lemon', 6), ('light', 6), ('clear', 5), ('white', 4), ('sweet', 3), ('mild', 3), ('honey', 2), ('straw', 2), ('buttery', 1), ('cloudy', 1)]"
3089,Nepal Ice,72613,"[('sweet', 15), ('light', 8), ('malty', 4), ('white', 3), ('clear', 3), ('straw', 3), ('grainy', 2), ('medium', 2), ('apple', 2), ('cloudy', 1)]"
3090,Godawari Premium Lager,223025,"[('light', 8), ('sweet', 6), ('white', 6), ('clear', 6), ('medium', 5), ('bitter', 2), ('lingering', 1), ('burnt', 1), ('malty', 1), ('dull', 1)]"
3091,Iceberg Extra Strong Beer,9928,"[('clear', 6), ('light', 6), ('white', 4), ('gold', 3), ('sweet', 2), ('alcohol', 2), ('medium', 2), ('honey', 2), ('lemon', 2), ('straw', 2)]"
3092,Kathmandu Premium Beer,148911,"[('white', 8), ('sweet', 7), ('clear', 7), ('medium', 6), ('malty', 3), ('hay', 3), ('light', 3), ('buttery', 2), ('lemon', 2), ('fruity', 2)]"
3093,Nepal Ice Strong,148912,"[('sweet', 9), ('white', 6), ('medium', 6), ('alcohol', 5), ('clear', 5), ('light', 5), ('malty', 4), ('bitter', 4), ('grass', 4), ('metallic', 3)]"
3094,De Molen Hel & Verdoemenis 666,118013,"[('sweet', 7), ('chocolate', 7), ('black', 6), ('coffee', 5), ('tan', 4), ('dark', 4), ('licorice', 4), ('roast', 3), ('vanilla', 3), ('complex', 2)]"
3095,De Molen Hel & Verdoemenis Wild Turkey BA,122763,"[('chocolate', 7), ('black', 6), ('vanilla', 6), ('roast', 4), ('sweet', 4), ('tan', 3), ('dark', 3), ('caramel', 2), ('coffee', 2), ('roasted', 2)]"
3096,Brouwerij de Molen,131088,"[('dark', 11), ('black', 8), ('chocolate', 8), ('brown', 7), ('coffee', 6), ('sweet', 4), ('caramel', 4), ('roasted', 4), ('medium', 3), ('full', 3)]"
3097,La Trappe Trappist - Abdij O.L.V. Koningshoeven (Bavaria),348323,"[('sweet', 13), ('caramel', 8), ('alcohol', 6), ('dark', 6), ('brown', 5), ('complex', 4), ('medium', 4), ('vanilla', 4), ('fruity', 4), ('amber', 3)]"
3098,Brouwerij de Molen,123169,"[('dark', 8), ('black', 6), ('licorice', 6), ('coffee', 5), ('caramel', 4), ('vanilla', 4), ('chocolate', 4), ('bitter', 4), ('smooth', 4), ('brown', 4)]"
3099,De Molen Hel & Verdoemenis Misto BA,124844,"[('chocolate', 11), ('black', 8), ('coffee', 8), ('dark', 7), ('sweet', 6), ('roasted', 5), ('full', 4), ('vanilla', 4), ('malty', 3), ('medium', 3)]"
3100,Emelisse White Label Imperial Russian Stout (Buffalo Trace BA),263529,"[('vanilla', 11), ('black', 10), ('chocolate', 10), ('roasted', 8), ('dark', 7), ('sweet', 6), ('brown', 6), ('coffee', 5), ('full', 4), ('bitter', 4)]"
3101,Emelisse White Label Imperial Russian Stout (Wild Turkey BA),200568,"[('chocolate', 9), ('dark', 8), ('vanilla', 7), ('brown', 7), ('sweet', 5), ('black', 5), ('woody', 5), ('full', 4), ('burnt', 3), ('creamy', 3)]"
3102,De Molen Hel & Verdoemenis (Hell & Damnation),87696,"[('chocolate', 9), ('coffee', 6), ('dark', 5), ('sweet', 3), ('black', 3), ('medium', 3), ('heavy', 3), ('oily', 3), ('bitter', 3), ('tan', 2)]"
3103,Brouwerij de Molen,230668,"[('sweet', 10), ('caramel', 10), ('alcohol', 8), ('dark', 8), ('coffee', 7), ('vanilla', 7), ('brown', 7), ('black', 6), ('full', 6), ('licorice', 6)]"
3104,Emelisse White Label Imperial Russian Stout (Heaven Hill BA),347770,"[('sweet', 9), ('medium', 9), ('light', 9), ('black', 8), ('chocolate', 8), ('dark', 7), ('vanilla', 7), ('bitter', 7), ('creamy', 5), ('coffee', 5)]"
3105,De Molen Weer & Wind (2016),451158,"[('sweet', 9), ('caramel', 7), ('light', 6), ('dark', 4), ('alcohol', 3), ('brown', 3), ('creamy', 2), ('clear', 2), ('butterscotch', 2), ('alcoholic', 2)]"
3106,Emelisse White Label Imperial Russian Stout (Makers Mark BA),286923,"[('chocolate', 6), ('brown', 6), ('sweet', 5), ('black', 5), ('vanilla', 5), ('medium', 4), ('coffee', 3), ('roasted', 3), ('roast', 2), ('opaque', 2)]"
3107,Brouwerij de Molen,172158,"[('sweet', 13), ('dark', 11), ('chocolate', 8), ('light', 7), ('alcohol', 6), ('black', 5), ('medium', 5), ('roasted', 5), ('vanilla', 5), ('malty', 4)]"
3108,De Molen Mooi & Meedogenloos (Bourbon BA),451857,"[('dark', 13), ('vanilla', 8), ('brown', 8), ('sweet', 7), ('chocolate', 6), ('light', 6), ('black', 5), ('medium', 5), ('caramel', 4), ('roasted', 4)]"
3109,Emelisse White Label Barley Wine (Heaven Hill BA),343904,"[('sweet', 9), ('caramel', 7), ('vanilla', 7), ('harsh', 6), ('alcohol', 5), ('toffee', 5), ('white', 4), ('amber', 4), ('medium', 4), ('full', 4)]"
3110,Brouwerij de Molen,100195,"[('dark', 8), ('chocolate', 8), ('sweet', 6), ('roast', 5), ('medium', 5), ('coffee', 5), ('black', 4), ('brown', 4), ('full', 3), ('fruity', 3)]"
3111,De Molen Hemel & Aarde (Bruichladdich BA),103409,"[('dark', 15), ('black', 7), ('coffee', 6), ('roasted', 6), ('chocolate', 6), ('sweet', 5), ('licorice', 5), ('smoked', 3), ('creamy', 3), ('medium', 3)]"
3112,De Molen Hel & Verdoemenis Cuvée,239646,"[('dark', 7), ('chocolate', 5), ('coffee', 4), ('roasted', 4), ('sweet', 3), ('black', 3), ('creamy', 3), ('alcohol', 3), ('medium', 3), ('heavy', 3)]"
3113,De Molen Hel & Verdoemenis 666-ish,212197,"[('chocolate', 9), ('black', 7), ('dark', 7), ('light', 6), ('coffee', 5), ('vanilla', 5), ('caramel', 4), ('sweet', 3), ('full', 3), ('roasted', 3)]"
3114,De Molen Hel & Verdoemenis Bruichladdich BA,353270,"[('roasted', 10), ('chocolate', 7), ('black', 6), ('licorice', 5), ('dark', 4), ('light', 4), ('sweet', 3), ('spicy', 3), ('caramel', 3), ('full', 3)]"
3115,Emelisse White Label Barley Wine (Old Smokey Moonshine BA),450884,"[('sweet', 9), ('vanilla', 9), ('dark', 7), ('white', 4), ('alcohol', 4), ('toffee', 4), ('dates', 3), ('full', 3), ('butterscotch', 3), ('deep', 3)]"
3116,De Molen Tsarina Esra Reserva,89159,"[('chocolate', 7), ('roasted', 6), ('dark', 6), ('light', 6), ('sweet', 5), ('black', 5), ('coffee', 5), ('caramel', 3), ('licorice', 3), ('deep', 3)]"
3117,Kees Caramel Fudge Stout (Bourbon BA),553484,"[('caramel', 14), ('vanilla', 10), ('sweet', 7), ('black', 5), ('chocolate', 5), ('full', 4), ('fruity', 3), ('malty', 2), ('creamy', 2), ('coffee', 2)]"
